user_id,card_id,year,month,day,time,amount,use_chip,merchant_name,merchant_city,merchant_state,zip,mcc,errors,is_fraud,tx_date,declined
2519,4062,2023,2,6,02:08,17.52,Chip Transaction,Fast Merchant 00750,San Jose,CA,95711,5814,Bad PIN,False,2023-02-06,True
3613,5814,2023,2,9,01:47,30.68,Chip Transaction,Movie Merchant 02742,San Jose,CA,13839,7832,,False,2023-02-09,False
1424,2307,2023,2,9,23:40,66.98,Chip Transaction,Wegmans #9601,Dallas,TX,37103,5411,,False,2023-02-09,False
1635,2635,2023,2,12,23:59,81.3,Swipe Transaction,Restaurants Merchant 00959,Franklin,CT,57886,5812,Bad Card Number,False,2023-02-12,True
2898,4672,2023,2,14,23:10,32.05,Chip Transaction,Albertsons #1468,Madison,AZ,93944,4111,,False,2023-02-14,False
2720,4391,2023,2,14,00:13,87.19,Chip Transaction,Hilton #926,Springfield,NJ,12490,5411,Bad CVV,False,2023-02-14,True
3801,6106,2023,2,16,03:58,48.17,Chip Transaction,Gyms/Clubs Merchant 01573,Franklin,WI,90363,7997,,False,2023-02-16,False
2993,4807,2023,2,18,01:27,0.5,Swipe Transaction,Apparel Merchant 03142,Riverside,KY,29708,5651,Technical Glitch,False,2023-02-18,True
2685,4331,2023,2,20,21:00,66.34,Chip Transaction,Department Merchant 02934,Riverside,MI,24503,5311,,False,2023-02-20,False
4635,7429,2023,2,21,02:44,56.44,Chip Transaction,Lowes #9359,Buffalo,NY,52110,5999,,False,2023-02-21,False
4966,7937,2023,2,21,01:11,30.34,Chip Transaction,Exxon #5046,San Diego,CA,68536,5541,,False,2023-02-21,False
4751,7608,2023,2,25,00:21,28.3,Chip Transaction,Drug Merchant 01044,San Francisco,CA,40866,5912,,False,2023-02-25,False
177,285,2023,2,27,12:20,38.69,Chip Transaction,Restaurants Merchant 00539,New York,NY,15142,5812,,False,2023-02-27,False
3670,5902,2023,2,28,23:52,144.49,Swipe Transaction,Apparel Merchant 03565,Franklin,IL,80577,5651,Bad CVV,False,2023-02-28,True
3641,5860,2023,2,28,09:10,54.82,Chip Transaction,Walmart #6922,Georgetown,CO,52712,5812,,False,2023-02-28,False
4431,7117,2023,2,28,01:16,125.37,Chip Transaction,Grocery Merchant 00158,Miami,FL,53931,5411,,False,2023-02-28,False
2650,4272,2023,2,28,10:11,40.5,Chip Transaction,Walmart #7445,Riverside,CO,60662,5734,Insufficient Balance,False,2023-02-28,True
3934,6307,2023,3,1,06:12,28.2,Chip Transaction,Restaurants Merchant 02219,Madison,LA,10439,5812,,False,2023-03-01,False
3352,5392,2023,3,2,21:38,62.31,Chip Transaction,Restaurants Merchant 00601,Madison,NC,91961,5812,,False,2023-03-02,False
4222,6769,2023,3,3,13:13,86.15,Chip Transaction,Gyms/Clubs Merchant 00627,Dallas,TX,76959,7997,,False,2023-03-03,False
2921,4709,2023,3,4,01:28,25.41,Swipe Transaction,Restaurants Merchant 01386,Springfield,OK,59792,5812,,False,2023-03-04,False
2795,4515,2023,3,4,01:45,41.53,Swipe Transaction,Liquor Merchant 00805,Springfield,WI,87000,5921,,False,2023-03-04,False
2143,3462,2023,3,5,17:23,36.07,Chip Transaction,Restaurants Merchant 03592,Fort Worth,TX,90129,5812,Bad PIN,False,2023-03-05,True
4184,6710,2023,3,9,15:32,96.5,Chip Transaction,Airlines Merchant 03956,Madison,CO,97285,4511,,False,2023-03-09,False
2491,4016,2023,3,9,18:21,58.79,Swipe Transaction,Home Merchant 01368,San Jose,CA,84396,5200,Bad Expiration,False,2023-03-09,True
713,1146,2023,3,10,02:02,21.98,Swipe Transaction,Wendys #7091,San Diego,CA,29947,5812,,False,2023-03-10,False
4073,6530,2023,3,12,20:25,0.5,Chip Transaction,Medical/Doctors Merchant 01451,Springfield,LA,74714,8011,,False,2023-03-12,False
4527,7265,2023,3,12,23:31,10.12,Chip Transaction,Restaurants Merchant 02535,Jacksonville,FL,77372,5812,,False,2023-03-12,False
2382,3845,2023,3,12,06:13,40.2,Chip Transaction,Restaurants Merchant 00825,Madison,VA,64411,5812,,False,2023-03-12,False
2666,4299,2023,3,13,06:02,103.32,Swipe Transaction,Dunkin #9180,San Diego,CA,16375,5999,,False,2023-03-13,False
1854,2993,2023,3,13,19:57,0.5,Swipe Transaction,Home Depot #3193,Sacramento,CA,86267,4511,Bad CVV,False,2023-03-13,True
1759,2824,2023,3,14,23:31,24.2,Chip Transaction,Fast Merchant 03792,Austin,TX,53420,5814,,False,2023-03-14,False
693,1113,2023,3,14,02:13,134.17,Chip Transaction,Apparel Merchant 03962,San Antonio,TX,34507,5651,Insufficient Balance,False,2023-03-14,True
2660,4290,2023,3,14,11:36,46.49,Swipe Transaction,Trader Joes #1461,Springfield,NC,19219,5411,,False,2023-03-14,False
3485,5599,2023,3,15,14:16,160.71,Swipe Transaction,Chick-fil-A #4871,Georgetown,CO,36225,5651,,False,2023-03-15,False
2574,4149,2023,3,16,04:41,51.32,Chip Transaction,Grocery Merchant 02767,Madison,MD,46718,5411,,False,2023-03-16,False
4704,7536,2023,3,16,16:33,53.46,Swipe Transaction,Restaurants Merchant 03549,Georgetown,IN,95975,5812,Bad CVV,False,2023-03-16,True
118,182,2023,3,16,02:15,22.85,Chip Transaction,Restaurants Merchant 03371,Madison,PA,46406,5812,Bad Card Number,False,2023-03-16,True
1005,1625,2023,3,16,21:22,1.58,Chip Transaction,Trader Joes #4974,Springfield,GA,81312,5912,,False,2023-03-16,False
3880,6224,2023,3,18,00:03,18.88,Chip Transaction,Fast Merchant 03425,Jacksonville,FL,25182,5814,Bad Card Number,False,2023-03-18,True
2528,4073,2023,3,19,08:43,49.5,Chip Transaction,Target #3202,San Jose,CA,23172,5411,,False,2023-03-19,False
401,657,2023,3,19,13:52,390.19,Chip Transaction,Hotels Merchant 00328,Franklin,TN,71110,7011,,False,2023-03-19,False
4203,6740,2023,3,20,13:21,53.63,Chip Transaction,Grocery Merchant 02194,Madison,OH,11662,5411,Insufficient Balance,False,2023-03-20,True
1107,1774,2023,3,21,07:43,65.37,Chip Transaction,Kroger #7993,Buffalo,NY,20442,5411,Insufficient Balance,False,2023-03-21,True
520,839,2023,3,21,17:43,41.49,Swipe Transaction,Gas Merchant 03943,Georgetown,IL,24095,5541,,False,2023-03-21,False
4415,7091,2023,3,23,16:30,65.74,Chip Transaction,Restaurants Merchant 01968,Madison,OK,97628,5812,,False,2023-03-23,False
1486,2403,2023,3,24,11:02,22.56,Chip Transaction,Misc Merchant 00828,Madison,NJ,32727,5999,Technical Glitch,False,2023-03-24,True
4425,7109,2023,3,24,23:05,11.58,Swipe Transaction,Mobil #3114,Madison,NC,28902,5999,Bad Card Number,False,2023-03-24,True
387,634,2023,3,24,16:25,481.49,Chip Transaction,Exxon #9030,Rochester,NY,67729,5732,,False,2023-03-24,False
2449,3947,2023,3,25,11:48,135.3,Chip Transaction,Department Merchant 02899,San Antonio,TX,42380,5311,Bad CVV,False,2023-03-25,True
3055,4914,2023,3,25,10:44,156.79,Chip Transaction,Walmart #7595,Springfield,MN,79716,5200,,False,2023-03-25,False
4852,7763,2023,3,26,16:48,73.27,Chip Transaction,Grocery Merchant 00186,San Jose,CA,16087,5411,,False,2023-03-26,False
3067,4934,2023,3,26,02:06,103.51,Chip Transaction,Grocery Merchant 03305,San Antonio,TX,40263,5411,,False,2023-03-26,False
4085,6547,2023,3,26,10:42,0.5,Chip Transaction,Department Merchant 00004,Franklin,TN,75201,5311,,False,2023-03-26,False
990,1596,2023,3,26,02:38,24.3,Chip Transaction,Drug Merchant 01994,Springfield,IN,39303,5912,,False,2023-03-26,False
3007,4837,2023,3,27,06:20,30.81,Chip Transaction,Fast Merchant 01570,Rochester,NY,98112,5814,,False,2023-03-27,False
4081,6543,2023,3,27,08:13,32.35,Chip Transaction,Dunkin #1485,Riverside,MN,24287,5651,,False,2023-03-27,False
4801,7685,2023,3,28,02:20,116.95,Chip Transaction,Publix #2889,Sacramento,CA,83845,5411,Insufficient Balance,False,2023-03-28,True
2000,3229,2023,3,29,18:40,69.08,Chip Transaction,Whole Foods #1570,Orlando,FL,15956,5812,,False,2023-03-29,False
607,973,2023,3,30,04:03,19.72,Swipe Transaction,Shell #8631,Riverside,VA,29945,5999,,False,2023-03-30,False
1987,3207,2023,3,31,11:56,477.16,Chip Transaction,Electronics Merchant 01455,Houston,TX,58788,5732,Bad Card Number,False,2023-03-31,True
4477,7182,2023,3,31,15:53,92.19,Chip Transaction,Grocery Merchant 03751,Madison,AZ,82827,5411,,False,2023-03-31,False
453,733,2023,4,1,08:55,61.79,Chip Transaction,Restaurants Merchant 01397,Buffalo,NY,26711,5812,Insufficient Balance,False,2023-04-01,True
2564,4132,2023,4,1,23:13,8.66,Chip Transaction,Fast Merchant 02129,Rochester,NY,98003,5814,,False,2023-04-01,False
2064,3329,2023,4,1,21:44,37.71,Chip Transaction,Movie Merchant 00222,Franklin,AL,38267,7832,,False,2023-04-01,False
802,1295,2023,4,2,23:45,20.12,Swipe Transaction,Medical/Doctors Merchant 01451,Springfield,LA,74714,8011,,False,2023-04-02,False
3001,4825,2023,4,2,15:43,5.38,Chip Transaction,Wegmans #5859,San Francisco,CA,70868,5541,,False,2023-04-02,False
1652,2661,2023,4,2,12:40,245.27,Chip Transaction,Electronics Merchant 02292,Madison,NC,94150,5732,,False,2023-04-02,False
2357,3805,2023,4,3,16:23,41.17,Chip Transaction,Nike #9997,Franklin,WA,58684,5812,,False,2023-04-03,False
1326,2142,2023,4,3,00:43,16.67,Chip Transaction,American Airlines #3188,Georgetown,KY,66200,5912,,False,2023-04-03,False
2651,4274,2023,4,4,16:14,46.47,Chip Transaction,Apparel Merchant 02943,Franklin,MA,99483,5651,,False,2023-04-04,False
2818,4554,2023,4,4,17:11,211.09,Chip Transaction,Apparel Merchant 03559,Los Angeles,CA,51219,5651,,False,2023-04-04,False
2104,3396,2023,4,5,22:13,0.5,Chip Transaction,Spotify #769,Riverside,MA,28442,5732,,False,2023-04-05,False
694,1114,2023,4,6,06:11,34.33,Chip Transaction,Wegmans #5859,San Francisco,CA,70868,5541,Bad PIN,False,2023-04-06,True
4594,7366,2023,4,6,13:33,31.27,Chip Transaction,Software/Subscriptions Merchant 02438,Madison,AZ,72071,5734,Technical Glitch,False,2023-04-06,True
1448,2343,2023,4,6,12:25,73.73,Chip Transaction,Airlines Merchant 01588,Fort Worth,TX,80019,4511,Insufficient Balance,False,2023-04-06,True
32,51,2023,4,6,01:09,59.08,Chip Transaction,Drug Merchant 03146,San Francisco,CA,46553,5912,Bad Card Number,False,2023-04-06,True
4588,7359,2023,4,6,21:10,6.47,Chip Transaction,Fast Merchant 02049,Riverside,UT,81142,5814,Bad Card Number,False,2023-04-06,True
3581,5758,2023,4,8,06:00,117.66,Swipe Transaction,Amazon #3542,Franklin,NC,18743,5411,Bad Card Number,False,2023-04-08,True
4431,7117,2023,4,9,16:45,63.07,Chip Transaction,Costco #3423,Riverside,IL,76678,5541,,False,2023-04-09,False
549,886,2023,4,10,20:14,101.41,Swipe Transaction,Hotels Merchant 00172,Georgetown,SC,35058,7011,,False,2023-04-10,False
4584,7354,2023,4,11,20:13,0.5,Chip Transaction,Hotels Merchant 00708,Madison,VA,47978,7011,,False,2023-04-11,False
1949,3149,2023,4,11,07:57,22.78,Swipe Transaction,Grocery Merchant 01859,Springfield,OH,93735,5411,,False,2023-04-11,False
2768,4469,2023,4,12,20:45,42.22,Chip Transaction,Amazon #1119,Madison,GA,46487,5812,Bad PIN,False,2023-04-12,True
1069,1723,2023,4,12,04:19,78.37,Chip Transaction,Grocery Merchant 00863,Franklin,MI,15662,5411,Bad CVV,False,2023-04-12,True
3357,5401,2023,4,12,10:05,88.08,Chip Transaction,Costco #9607,Franklin,CO,56716,5651,Insufficient Balance,False,2023-04-12,True
4115,6598,2023,4,13,11:21,442.2,Chip Transaction,Hotels Merchant 02640,Franklin,WA,35651,7011,,False,2023-04-13,False
3707,5963,2023,4,13,06:59,103.98,Chip Transaction,Grocery Merchant 01731,San Jose,CA,53807,5411,Bad Expiration,False,2023-04-13,True
1426,2310,2023,4,13,18:54,13.07,Chip Transaction,United #4359,Franklin,CO,69296,5311,Bad PIN,False,2023-04-13,True
3775,6068,2023,4,13,02:02,4.35,Chip Transaction,United #2421,Jacksonville,FL,71036,4121,,False,2023-04-13,False
4507,7231,2023,4,13,21:07,8.33,Chip Transaction,Software/Subscriptions Merchant 02787,Franklin,SC,16180,5734,Bad CVV,False,2023-04-13,True
1711,2752,2023,4,14,02:08,65.19,Chip Transaction,Home Merchant 01564,Madison,GA,57714,5200,Technical Glitch,False,2023-04-14,True
2706,4363,2023,4,15,04:51,13.8,Chip Transaction,Fast Merchant 02152,Jacksonville,FL,11339,5814,,False,2023-04-15,False
1083,1742,2023,4,15,02:42,69.05,Chip Transaction,Grocery Merchant 03556,Springfield,KY,92500,5411,,False,2023-04-15,False
4240,6804,2023,4,16,08:59,34.9,Chip Transaction,Hyatt #1960,Miami,FL,63060,5912,Bad Expiration,False,2023-04-16,True
1292,2079,2023,4,16,03:00,638.24,Swipe Transaction,Hotels Merchant 02306,Franklin,PA,88942,7011,Bad Expiration,False,2023-04-16,True
389,638,2023,4,16,03:34,162.31,Chip Transaction,American Airlines #893,Madison,MA,99411,5651,Technical Glitch,False,2023-04-16,True
3271,5252,2023,4,16,03:09,53.9,Chip Transaction,Gas Merchant 01523,Springfield,MI,93085,5541,,False,2023-04-16,False
3503,5627,2023,4,17,23:05,0.78,Chip Transaction,Fast Merchant 00394,Franklin,WA,86172,5814,,False,2023-04-17,False
799,1289,2023,4,17,19:51,75.76,Chip Transaction,Grocery Merchant 01601,Los Angeles,CA,29752,5411,,False,2023-04-17,False
2110,3405,2023,4,17,01:01,82.21,Swipe Transaction,Trader Joes #7636,Springfield,PA,12318,5999,,False,2023-04-17,False
1319,2123,2023,4,18,22:11,0.5,Chip Transaction,Misc Merchant 00388,Miami,FL,59644,5999,Bad Expiration,False,2023-04-18,True
680,1087,2023,4,19,05:21,43.46,Chip Transaction,Misc Merchant 01670,Springfield,AZ,20594,5999,,False,2023-04-19,False
4027,6457,2023,4,19,04:17,48.77,Chip Transaction,Grocery Merchant 01148,Orlando,FL,73042,5411,,False,2023-04-19,False
3775,6068,2023,4,20,21:42,103.7,Swipe Transaction,Apparel Merchant 01193,Springfield,GA,37233,5651,,False,2023-04-20,False
4459,7158,2023,4,21,02:39,53.55,Swipe Transaction,Grocery Merchant 01537,Georgetown,NJ,61101,5411,,False,2023-04-21,False
2549,4111,2023,4,21,17:43,246.83,Chip Transaction,Medical/Doctors Merchant 00080,Fort Worth,TX,78974,8011,,False,2023-04-21,False
994,1604,2023,4,22,20:50,38.47,Chip Transaction,Nordstrom #7224,San Antonio,TX,67980,5541,,False,2023-04-22,False
3282,5270,2023,4,22,08:24,450.58,Chip Transaction,Electronics Merchant 01183,Riverside,OH,62500,5732,,False,2023-04-22,False
1996,3223,2023,4,22,16:40,40.04,Swipe Transaction,Lyft #7027,Riverside,SC,54731,5541,,False,2023-04-22,False
2314,3735,2023,4,23,23:23,75.78,Chip Transaction,Grocery Merchant 03944,San Francisco,CA,80026,5411,,False,2023-04-23,False
713,1146,2023,4,23,08:36,102.67,Chip Transaction,Department Merchant 03304,Orlando,FL,51594,5311,,False,2023-04-23,False
4623,7410,2023,4,24,12:55,70.95,Swipe Transaction,Grocery Merchant 02498,Riverside,LA,22808,5411,,False,2023-04-24,False
4621,7407,2023,4,24,07:47,23.8,Chip Transaction,Fast Merchant 01916,Madison,NC,90823,5814,Bad Card Number,False,2023-04-24,True
4982,7963,2023,4,24,18:26,7.2,Swipe Transaction,Safeway #7204,Georgetown,MA,52373,4121,,False,2023-04-24,False
865,1399,2023,4,25,09:23,127.18,Chip Transaction,Apparel Merchant 03033,Riverside,MI,97759,5651,Bad Card Number,False,2023-04-25,True
2190,3534,2023,4,26,08:56,11.52,Chip Transaction,Albertsons #519,Riverside,WA,44450,5814,,False,2023-04-26,False
4069,6524,2023,4,26,01:20,33.86,Swipe Transaction,Gyms/Clubs Merchant 01157,Albany,NY,95070,7997,,False,2023-04-26,False
840,1353,2023,4,27,09:47,44.71,Swipe Transaction,BP #8058,Jacksonville,FL,86211,5311,Insufficient Balance,False,2023-04-27,True
1408,2280,2023,4,27,23:34,2.52,Chip Transaction,Taxis/Rideshare Merchant 03710,San Francisco,CA,53631,4121,,False,2023-04-27,False
1281,2065,2023,4,27,09:49,41.21,Chip Transaction,Wegmans #5859,San Francisco,CA,70868,5541,,False,2023-04-27,False
2187,3531,2023,4,28,05:51,52.6,Chip Transaction,Restaurants Merchant 03062,Franklin,LA,71967,5812,Insufficient Balance,False,2023-04-28,True
2027,3279,2023,4,29,05:34,125.13,Swipe Transaction,Adobe #4942,Riverside,KY,60042,5411,,False,2023-04-29,False
2783,4498,2023,4,29,16:13,127.19,Chip Transaction,Adobe #3354,San Jose,CA,56146,5411,,False,2023-04-29,False
2880,4645,2023,4,29,00:35,137.85,Swipe Transaction,Dunkin #2528,Georgetown,AZ,68635,5999,,False,2023-04-29,False
731,1176,2023,4,29,12:49,2.83,Swipe Transaction,Grocery Merchant 00841,Orlando,FL,52434,5411,,False,2023-04-29,False
1284,2070,2023,4,30,21:59,62.81,Chip Transaction,Grocery Merchant 00872,Dallas,TX,18577,5411,,False,2023-04-30,False
1532,2476,2023,4,30,05:53,0.5,Swipe Transaction,Amazon #5258,Springfield,IN,33042,5814,Insufficient Balance,False,2023-04-30,True
4744,7595,2023,4,30,02:59,17.57,Chip Transaction,Fast Merchant 02004,Springfield,TN,40131,5814,,False,2023-04-30,False
77,112,2023,4,30,19:59,39.91,Chip Transaction,Department Merchant 03441,Rochester,NY,41958,5311,,False,2023-04-30,False
4155,6664,2023,5,1,12:20,34.46,Chip Transaction,Taxis/Rideshare Merchant 02291,Madison,WA,64756,4121,,False,2023-05-01,False
3725,5997,2023,5,1,07:08,115.15,Chip Transaction,Grocery Merchant 02195,Georgetown,IN,15802,5411,,False,2023-05-01,False
4214,6757,2023,5,1,05:35,40.4,Chip Transaction,Liquor Merchant 01926,Sacramento,CA,40185,5921,,False,2023-05-01,False
207,327,2023,5,1,05:59,19.6,Chip Transaction,Fast Merchant 02278,Springfield,IL,14136,5814,Bad Card Number,False,2023-05-01,True
3673,5907,2023,5,2,17:35,9.16,Chip Transaction,American Airlines #3188,Georgetown,KY,66200,5912,Bad Expiration,False,2023-05-02,True
3263,5235,2023,5,2,03:33,41.35,Chip Transaction,Gyms/Clubs Merchant 03329,Madison,TN,67964,7997,,False,2023-05-02,False
4548,7295,2023,5,2,22:31,0.5,Chip Transaction,Misc Merchant 02101,Madison,WI,11364,5999,Bad Card Number,False,2023-05-02,True
2967,4769,2023,5,2,01:00,36.52,Chip Transaction,Taxis/Rideshare Merchant 01997,Madison,IL,79799,4121,,False,2023-05-02,False
3274,5256,2023,5,3,00:20,136.88,Chip Transaction,Starbucks #7507,Springfield,MO,71250,5311,Bad PIN,False,2023-05-03,True
1634,2633,2023,5,3,15:12,310.21,Chip Transaction,BP #9493,Georgetown,OH,46640,4511,Technical Glitch,False,2023-05-03,True
4938,7893,2023,5,5,04:40,85.39,Chip Transaction,Restaurants Merchant 03004,Jacksonville,FL,43816,5812,Bad PIN,False,2023-05-05,True
617,987,2023,5,5,21:57,14.73,Chip Transaction,Spotify #7663,Riverside,MI,67103,5814,,False,2023-05-05,False
1940,3135,2023,5,6,06:52,14.84,Chip Transaction,Restaurants Merchant 00129,Dallas,TX,13450,5812,Technical Glitch,True,2023-05-06,True
2066,3332,2023,5,6,21:52,11.16,Chip Transaction,Gas Merchant 00111,San Jose,CA,36051,5541,,False,2023-05-06,False
1340,2163,2023,5,6,08:43,40.78,Chip Transaction,Wegmans #1110,Franklin,AZ,86653,5912,Bad CVV,False,2023-05-06,True
1044,1684,2023,5,6,00:06,504.16,Chip Transaction,Airlines Merchant 01175,Georgetown,OH,76706,4511,Bad PIN,False,2023-05-06,True
1299,2090,2023,5,7,21:35,15.01,Chip Transaction,Drug Merchant 03146,San Francisco,CA,46553,5912,,False,2023-05-07,False
3723,5994,2023,5,7,01:44,319.72,Chip Transaction,Electronics Merchant 02840,Riverside,NC,36804,5732,Bad Card Number,False,2023-05-07,True
679,1082,2023,5,8,01:04,10.18,Swipe Transaction,Software/Subscriptions Merchant 01281,Miami,FL,67348,5734,Insufficient Balance,False,2023-05-08,True
1626,2619,2023,5,8,10:22,50.99,Chip Transaction,Gyms/Clubs Merchant 00071,Franklin,MA,12771,7997,,False,2023-05-08,False
2841,4586,2023,5,8,01:18,22.78,Chip Transaction,BP #1261,Madison,OR,25274,5812,,False,2023-05-08,False
228,352,2023,5,8,17:46,57.77,Chip Transaction,Gas Merchant 01437,Madison,OH,56686,5541,,False,2023-05-08,False
1992,3214,2023,5,9,18:13,35.17,Chip Transaction,Lowes #9359,Buffalo,NY,52110,5999,Bad PIN,False,2023-05-09,True
1336,2158,2023,5,9,09:01,107.31,Swipe Transaction,Department Merchant 01970,Franklin,IN,66372,5311,,False,2023-05-09,False
2533,4082,2023,5,10,11:47,90.08,Chip Transaction,Lowes #6177,Madison,OH,61280,5411,,False,2023-05-10,False
851,1375,2023,5,10,20:54,63.56,Chip Transaction,Grocery Merchant 01191,Franklin,OH,63558,5411,Technical Glitch,False,2023-05-10,True
3200,5143,2023,5,10,17:07,104.61,Chip Transaction,Gyms/Clubs Merchant 00071,Franklin,MA,12771,7997,,False,2023-05-10,False
2318,3741,2023,5,10,16:21,91.48,Swipe Transaction,Starbucks #7743,Georgetown,AZ,45038,7997,Bad PIN,False,2023-05-10,True
2320,3749,2023,5,10,09:37,24.73,Chip Transaction,Walgreens #1474,Franklin,WI,95054,5814,,False,2023-05-10,False
2415,3890,2023,5,11,04:54,40.2,Chip Transaction,Aldi #4645,Riverside,CO,17653,5411,Technical Glitch,False,2023-05-11,True
3652,5878,2023,5,11,13:51,533.55,Swipe Transaction,Mobil #9746,Orlando,FL,27537,7011,,False,2023-05-11,False
2901,4677,2023,5,11,18:43,149.03,Chip Transaction,Taco Bell #888,Miami,FL,28426,5311,Bad Card Number,False,2023-05-11,True
2948,4745,2023,5,11,02:17,362.24,Chip Transaction,Medical/Doctors Merchant 02427,San Diego,CA,73911,8011,,False,2023-05-11,False
4683,7504,2023,5,12,16:03,83.18,Swipe Transaction,Misc Merchant 03021,San Francisco,CA,73994,5999,Bad Expiration,False,2023-05-12,True
3103,4994,2023,5,12,18:23,67.81,Chip Transaction,Liquor Merchant 01926,Sacramento,CA,40185,5921,,False,2023-05-12,False
828,1338,2023,5,12,12:41,7.65,Chip Transaction,Fast Merchant 02049,Riverside,UT,81142,5814,,False,2023-05-12,False
1965,3172,2023,5,13,20:14,35.33,Chip Transaction,Grocery Merchant 02780,Springfield,IN,23268,5411,Insufficient Balance,False,2023-05-13,True
4169,6688,2023,5,13,20:57,39.16,Chip Transaction,United #6631,Los Angeles,CA,60851,5311,,False,2023-05-13,False
3102,4992,2023,5,13,20:18,18.1,Chip Transaction,Apparel Merchant 01237,Georgetown,GA,54037,5651,Bad PIN,False,2023-05-13,True
633,1015,2023,5,13,18:17,44.04,Chip Transaction,Chipotle #370,Franklin,VA,31150,5541,,False,2023-05-13,False
89,129,2023,5,13,15:48,33.29,Chip Transaction,Taxis/Rideshare Merchant 01458,Miami,FL,20379,4121,Technical Glitch,False,2023-05-13,True
3517,5651,2023,5,14,12:49,27.64,Chip Transaction,Albertsons #4152,Franklin,WI,54599,5411,,False,2023-05-14,False
4163,6677,2023,5,15,20:55,60.28,Chip Transaction,Grocery Merchant 00752,Georgetown,AL,24783,5411,,False,2023-05-15,False
4450,7147,2023,5,15,09:04,72.5,Chip Transaction,Restaurants Merchant 00598,Springfield,WI,64161,5812,,False,2023-05-15,False
4201,6737,2023,5,16,15:35,119.17,Chip Transaction,Walmart #6552,Madison,MI,66986,5411,,False,2023-05-16,False
2363,3814,2023,5,16,15:03,68.39,Chip Transaction,Gas Merchant 03276,Riverside,MA,39798,5541,Insufficient Balance,False,2023-05-16,True
1605,2584,2023,5,16,15:26,68.84,Chip Transaction,Target #8466,Riverside,OH,92283,5651,,False,2023-05-16,False
3657,5886,2023,5,17,12:17,61.99,Swipe Transaction,Wendys #7091,San Diego,CA,29947,5812,Insufficient Balance,False,2023-05-17,True
1470,2377,2023,5,17,02:28,28.12,Chip Transaction,Drug Merchant 02054,San Antonio,TX,57393,5912,,False,2023-05-17,False
3336,5358,2023,5,17,13:52,0.5,Swipe Transaction,Home Merchant 02448,Madison,GA,49293,5200,Bad PIN,False,2023-05-17,True
4993,7983,2023,5,17,02:48,0.5,Swipe Transaction,Grocery Merchant 02195,Georgetown,IN,15802,5411,,False,2023-05-17,False
4385,7043,2023,5,18,18:51,42.42,Chip Transaction,Lowes #9359,Buffalo,NY,52110,5999,,False,2023-05-18,False
2266,3656,2023,5,18,15:29,60.96,Chip Transaction,Grocery Merchant 01294,Georgetown,PA,82572,5411,,False,2023-05-18,False
1767,2836,2023,5,18,11:52,6.37,Chip Transaction,Grocery Merchant 01797,Franklin,UT,46495,5411,,False,2023-05-18,False
3689,5935,2023,5,18,03:26,26.15,Chip Transaction,Netflix #8794,Georgetown,AZ,82965,5812,,False,2023-05-18,False
325,528,2023,5,18,05:12,116.63,Chip Transaction,Grocery Merchant 00924,Orlando,FL,81959,5411,,False,2023-05-18,False
1234,1987,2023,5,18,10:05,57.75,Swipe Transaction,Restaurants Merchant 03022,Sacramento,CA,60218,5812,,False,2023-05-18,False
3278,5263,2023,5,19,18:30,23.51,Swipe Transaction,Hilton #6458,Riverside,WI,30668,5912,,False,2023-05-19,False
4357,6996,2023,5,19,02:32,54.23,Chip Transaction,Restaurants Merchant 01124,Albany,NY,70243,5812,,False,2023-05-19,False
